Date,Returns,RF,Excess Returns
2021-06-30,0.013394239054957291,0.0,0.013394239054957291
2021-07-30,0.003809956245356183,0.0,0.003809956245356183
2021-08-31,0.005136049806113263,0.0,0.005136049806113263
2021-09-30,-0.0001063690515153981,0.0,-0.0001063690515153981
2021-10-29,-0.0017143605312471832,0.0,-0.0017143605312471832
2021-11-30,-0.009725928020755226,0.0,-0.009725928020755226
2021-12-31,0.018744774723318924,0.0001,0.018644774723318925
2022-01-31,-0.02734182974937327,0.0,-0.02734182974937327
2022-02-28,-0.01026677749328564,0.0,-0.01026677749328564
2022-03-31,-0.01146631216897731,0.0001,-0.01156631216897731
2022-04-29,-0.03555785141608103,0.0001,-0.035657851416081035
2022-05-31,0.0024523148701467434,0.0003,0.0021523148701467435
2022-06-30,-0.06733108719746717,0.0006,-0.06793108719746717
