Date,Portfolio Returns,Cumulative Return
2013-09-30,0.0,0.0
2013-12-31,0.019149162261329847,0.01914916226132979
2014-03-31,0.04044639508690407,0.06037007193063881
2014-06-30,0.03978127773628547,0.10255294826535644
2014-09-30,-0.008852835526661107,0.09279222835492806
2014-12-31,0.007247872041909473,0.1007126465944379
2015-03-31,0.02517282397142257,0.12842069229027842
2015-06-30,-0.013487092976481948,0.11320157749677318
2015-09-30,-0.03841198798514803,0.07044129187691928
2015-12-31,-0.04071747486904725,0.026855625476130296
2016-03-31,0.05226501879093921,0.08052425403722197
2016-06-30,0.0804759185974984,0.16748043594774398
2016-09-30,0.056044643207900424,0.23291146043263944
2016-12-31,-0.002909046627776033,0.22932486350632142
2017-03-31,0.02515192107931846,0.2602447454540764
2017-06-30,0.016479434294860755,0.2810128659322302
2017-09-30,0.02585512769943799,0.3141336171655311
2017-12-31,0.0025721853886825517,0.31751381245438104
2018-03-31,-0.009956594938173458,0.30439586109832417
2018-06-30,-0.01573529641813642,0.2838708055773518
2018-09-30,0.004487723832553388,0.2896324631894607
2018-12-31,-0.04288699354972663,0.23432400405913634
2019-03-31,0.09746534422921259,0.3546278180051401
2019-06-30,0.052445928570329876,0.4256725317876193
2019-09-30,0.025945040963522886,0.4626616640254184
2019-12-31,0.03612068370240896,0.5154940033553199
2020-03-31,-0.1517290410536231,0.285549551503701
2020-06-30,0.3190967607575399,0.6957642491818401
2020-09-30,0.07145514695551702,0.8169353328090403
2020-12-31,0.12473011425984534,1.0435618844730619
2021-03-31,0.014428754780555579,1.0730479377830138
2021-06-30,0.07456002731120934,1.2276144486415612
2021-09-30,0.009411194248344282,1.2485789609281452
2021-12-31,0.006606431269256682,1.2634340432870137
2022-03-31,-0.0644905019783734,1.117464045640495
2022-06-30,-0.12150373920702104,0.8601842464587486
2022-09-30,-0.03023875174359205,0.8039345968327416
2022-12-31,0.06113875650975744,0.9142249149080259
2023-03-31,0.01956708016251425,0.9516807072671134
2023-06-30,0.018923914018299716,0.9886141451626107
2023-09-30,-0.011928316278470083,0.9648933266832715
2023-12-31,0.06949600974866951,1.1014455724695478
