Date,Portfolio Returns,Cumulative Return
2013-09-30,0.0,0.0
2013-12-31,-0.004458165822356669,-0.004458165822356697
2014-03-31,0.03069009989307732,0.026095112516292485
2014-06-30,0.02762954178504625,0.05444565030299309
2014-09-30,0.009282095657421097,0.06423311569465717
2014-12-31,0.015112141777780995,0.0803159574236445
2015-03-31,0.017212407848778886,0.09891079628836441
2015-06-30,-0.029503055952795815,0.0664895695783374
2015-09-30,0.01107616760382691,0.07830218679872036
2015-12-31,-0.008525547322972034,0.06910907047670367
2016-03-31,0.02927875894520393,0.10041125723732214
2016-06-30,0.03251535966265435,0.1361915250432273
2016-09-30,0.013727698268160355,0.1517888194738617
2016-12-31,-0.030334821870948523,0.1168495108021721
2017-03-31,0.01270437112828465,0.13103838148184588
2017-06-30,0.018102021664448235,0.1515124627667528
2017-09-30,0.01656476259983908,0.17058699334324
2017-12-31,0.008604923152845615,0.18065980446467922
2018-03-31,-0.015822111327705866,0.16197927359829167
2018-06-30,-0.006454672861877861,0.15447907751493228
2018-09-30,0.0012075706927039936,0.15587319261427912
2018-12-31,0.011868921604303813,0.1695921609219342
2019-03-31,0.03688281150205792,0.2127300081275023
2019-06-30,0.03702838362549146,0.25763544010259287
2019-09-30,0.031109525341766076,0.2967598816971677
2019-12-31,0.001881107201479143,0.29919922604921734
2020-03-31,-0.016099059280965777,0.27828334069126615
2020-06-30,0.09804663017245056,0.40361471465162735
2020-09-30,0.02240311828511766,0.4350600611306994
2020-12-31,0.016097284032663934,0.4581606305386523
2021-03-31,-0.04326694910407057,0.3950704687515769
2021-06-30,0.037972704192694766,0.44804506698944446
2021-09-30,0.002026870734452941,0.45098006715789407
2021-12-31,-0.0039515063059138355,0.4452465102727645
2022-03-31,-0.08092397067898387,0.32829142405154754
2022-06-30,-0.07686915156282237,0.2261867892565319
2022-09-30,-0.04745313750781848,0.1680003789356712
2022-12-31,0.03363685240149128,0.20728823528681617
2023-03-31,0.037270063540206205,0.2522839445272991
2023-06-30,-0.010420383996413866,0.23923466495278078
2023-09-30,-0.024303319668504915,0.20911714874614074
2023-12-31,0.07538894097354355,0.3002712101030629
