Date,Returns,RF,Excess Returns
2021-05-31,0.007681865321199188,0.0,0.007681865321199188
2021-06-30,0.016313350466735876,0.0,0.016313350466735876
2021-07-30,0.01368771973739591,0.0,0.01368771973739591
2021-08-31,-0.0030249629596371674,0.0,-0.0030249629596371674
2021-09-30,-0.0105266120633849,0.0,-0.0105266120633849
2021-10-29,0.00248044374911105,0.0,0.00248044374911105
2021-11-30,0.0006157390855281442,0.0,0.0006157390855281442
2021-12-31,-0.0007996846633525623,0.0001,-0.0008996846633525623
2022-01-31,-0.0336618826928371,0.0,-0.0336618826928371
2022-02-28,-0.02000317184342848,0.0,-0.02000317184342848
2022-03-31,-0.025215397755368074,0.0001,-0.025315397755368074
2022-04-29,-0.054680558672614565,0.0001,-0.05478055867261457
2022-05-31,0.00933704083126008,0.0003,0.00903704083126008
