Date,Portfolio Returns,Cumulative Return
2013-09-30,0.0,0.0
2013-12-31,-0.0036045913577372195,-0.0036045913577372746
2014-03-31,0.03299298279041436,0.029269465212044654
2014-06-30,0.02536816327980135,0.055380141064457655
2014-09-30,0.009215846107076339,0.06510636202897224
2014-12-31,0.017338489992303613,0.08357369802775061
2015-03-31,0.012913798307613803,0.0975667502155162
2015-06-30,-0.028326861510226058,0.0664761288839324
2015-09-30,0.01033466900886708,0.07749780668180573
2015-12-31,-0.005988438469858822,0.07104527736508381
2016-03-31,0.024644986164286706,0.09744117340707104
2016-06-30,0.0309514064765599,0.13140852124930613
2016-09-30,0.014420805655307425,0.14772434365100118
2016-12-31,-0.028011714919571266,0.11557461653039725
2017-03-31,0.01638802826443914,0.13385668487718827
2017-06-30,0.01315719875399451,0.1487750626386628
2017-09-30,0.021757150831100577,0.17376913494749924
2017-12-31,0.009588950558140285,0.1850243491491821
2018-03-31,-0.017955233065345678,0.16374696077209894
2018-06-30,-0.007449838856320726,0.15507723344481383
2018-09-30,0.0007011806621626427,0.1558871512642097
2018-12-31,0.005060607772674631,0.16173664276623212
2019-03-31,0.040709844990439004,0.2090307614129585
2019-06-30,0.039325254255529615,0.2565762035082797
2019-09-30,0.025941513988771446,0.2891736926695472
2019-12-31,0.007434010478771855,0.2987574234098096
2020-03-31,-0.015944708155187805,0.27804911532915644
2020-06-30,0.11484920699978488,0.42483204273148667
2020-09-30,0.03210892041199941,0.4705818613920183
2020-12-31,0.02960125497690215,0.514112930035491
2021-03-31,-0.0366782402609091,0.45857793220550014
2021-06-30,0.041692317288074134,0.519389426144395
2021-09-30,0.0071924407630799,0.5303175445879884
2021-12-31,0.003048857588596057,0.5349832648467672
2022-03-31,-0.07642223017378927,0.417676420467733
2022-06-30,-0.07811402481076224,0.3069360093856839
2022-09-30,-0.04570188755378511,0.24720656684474673
2022-12-31,0.038104092678438034,0.2947302414569555
2023-03-31,0.03621508335479725,0.3416190050732959
2023-06-30,-0.0009111602845146673,0.3403965751189231
2023-09-30,-0.022784346823162722,0.3098565146708341
2023-12-31,0.07842100868813959,0.41257678378805185
