Date,Portfolio Returns,Cumulative Return
2013-09-30,0.0,0.0
2013-12-31,-0.002566993800833046,-0.0025669938008330284
2014-03-31,0.03147567624487457,0.028827884578244145
2014-06-30,0.025484880203486764,0.05504743996672756
2014-09-30,0.006163611325293513,0.06155034231642831
2014-12-31,0.017041613530785246,0.07964087299365752
2015-03-31,0.01777761322546078,0.09883431085613759
2015-06-30,-0.02919163495314871,0.06675754077963059
2015-09-30,0.009036603817502325,0.07639740604498901
2015-12-31,-0.01047917329619735,0.06511765109146639
2016-03-31,0.028127766372538037,0.09507703154063374
2016-06-30,0.030963033938668748,0.1289839388336831
2016-09-30,0.016894320171249408,0.14805735496453765
2016-12-31,-0.02853216050810918,0.11530079824017414
2017-03-31,0.016436815489961475,0.13363279167665465
2017-06-30,0.013605215006100894,0.14905610954538173
2017-09-30,0.021764828212793966,0.1740651183764983
2017-12-31,0.009500168670781892,0.1852189350315565
2018-03-31,-0.018728403316337003,0.16302167679812607
2018-06-30,-0.007374058102138661,0.15444548737936992
2018-09-30,0.0006182821445535965,0.15515926041107697
2018-12-31,0.005341003750482075,0.1613289703533365
2019-03-31,0.0393857547820991,0.2070687884010205
2019-06-30,0.04069763315969727,0.2561936311498856
2019-09-30,0.026962655119088002,0.29006394678937486
2019-12-31,0.0070132182896167706,0.2991114468557734
2020-03-31,-0.02343119589316197,0.26867171205744667
2020-06-30,0.11933594747840787,0.4200698528548761
2020-09-30,0.029279257783477577,0.4616484441471589
2020-12-31,0.026196931200052245,0.49993914787714555
2021-03-31,-0.035765892431137765,0.44629248566091895
2021-06-30,0.04171373054334236,0.5066227406946393
2021-09-30,0.005985040372742104,0.5156399386241881
2021-12-31,0.002228128517867736,0.519016979194256
2022-03-31,-0.0790595847859093,0.39892412753641193
2022-06-30,-0.07254440712788413,0.2974400060873903
2022-09-30,-0.0464775464127329,0.2371381779867272
2022-12-31,0.03736094470114562,0.28335882904216536
2023-03-31,0.04030477976614132,0.3350843240076429
2023-06-30,-0.002480830263921168,0.33177220641175786
2023-09-30,-0.020911984826021916,0.30392220623955746
2023-12-31,0.0771509536269259,0.4045210479062644
