Date,Portfolio Returns,Cumulative Return
2013-09-30,0.0,0.0
2013-12-31,-0.0032800219103329723,-0.003280021910332942
2014-03-31,0.03140713344058761,0.028024095444428854
2014-06-30,0.02547632818518055,0.05421437468224455
2014-09-30,0.009177841614946171,0.0638897872412778
2014-12-31,0.017347996952364157,0.0823461440279909
2015-03-31,0.017682762873043392,0.10148501423939082
2015-06-30,-0.028441312602748018,0.070157334622166
2015-09-30,0.009712851436041108,0.08055161382654097
2015-12-31,-0.011050882332282243,0.06861056508818608
2016-03-31,0.027430996334983315,0.09792361758264456
2016-06-30,0.03197466310327683,0.13302935536798066
2016-09-30,0.014979798599755715,0.15000190691900417
2016-12-31,-0.028612444728799678,0.11709754091927005
2017-03-31,0.015516266973268121,0.13443072459935457
2017-06-30,0.013571220645810267,0.1498263342702788
2017-09-30,0.021826191795014244,0.17492266437301995
2017-12-31,0.01018680927922852,0.1868913774728309
2018-03-31,-0.018632660212833115,0.16477643372683826
2018-06-30,-0.007132285872119448,0.15646891522439055
2018-09-30,0.0007652358837785181,0.1573538867367945
2018-12-31,0.005054195767073014,0.16320337985214528
2019-03-31,0.04020389452019674,0.20996868584125727
2019-06-30,0.04109050044797543,0.2596869046688537
2019-09-30,0.026769226797974787,0.2934077491143732
2019-12-31,0.008275162806210427,0.30411090881310865
2020-03-31,-0.021852625510995146,0.27561266149801233
2020-06-30,0.1185187425786357,0.42679667015614386
2020-09-30,0.030006915535016717,0.4696104373231622
2020-12-31,0.01918646831288234,0.4978070714111442
2021-03-31,-0.035635439108121704,0.4444320587221582
2021-06-30,0.03911269697464885,0.5009276921354262
2021-09-30,0.005685589297120066,0.5094613505575827
2021-12-31,0.0019984762305699706,0.5124779731876361
2022-03-31,-0.07640710548750383,0.3969139091427625
2022-06-30,-0.07494180548030634,0.29222665869105113
2022-09-30,-0.04286691271031136,0.2368328913110045
2022-12-31,0.03920997468572541,0.28532907766978166
2023-03-31,0.039591563334539226,0.3362172652540696
2023-06-30,-0.0035241091993925017,0.3315082896972006
2023-09-30,-0.021774752758131545,0.3025150258936413
2023-12-31,0.07717159396556042,0.40303218660594675
