Date,Portfolio Returns,Cumulative Return
2013-09-30,0.0,0.0
2013-12-31,-0.0002181785092001678,-0.00021817850920013981
2014-03-31,0.03926297535137963,0.03903623050475047
2014-06-30,0.02990706455091902,0.0701107541211996
2014-09-30,0.010812862379984307,0.08168171443685335
2014-12-31,0.020834768742818272,0.10421830281048039
2015-03-31,0.017618711839900256,0.123673206896042
2015-06-30,-0.022307446810279855,0.09860692660107206
2015-09-30,0.00804554190608536,0.1074458146673567
2015-12-31,-0.010409534162188167,0.09591781962680446
2016-03-31,0.02930176338341245,0.12803014426517434
2016-06-30,0.03931051608486678,0.1723735913955251
2016-09-30,0.029799612707438607,0.20730987036754067
2016-12-31,-0.017841378568029077,0.18576979792139525
2017-03-31,0.01625421231392528,0.20504355197225
2017-06-30,0.016058768646203876,0.22439506758197214
2017-09-30,0.024881110860461072,0.2548593769954808
2017-12-31,0.008641379586880651,0.2657030932002553
2018-03-31,-0.012373349193720474,0.2500421068525165
2018-06-30,-0.009196354619261922,0.23854627634889147
2018-09-30,0.003828137825331607,0.2432876021978061
2018-12-31,0.005405136381749356,0.25000774124942327
2019-03-31,0.04856352723049196,0.3107125262299155
2019-06-30,0.046919057573804566,0.3722099227108038
2019-09-30,0.028100917691316334,0.4107702808041076
2019-12-31,0.014100606715270796,0.4306629976993184
2020-03-31,-0.022898467470284515,0.39790300758556074
2020-06-30,0.16199586101569652,0.6243575089158155
2020-09-30,0.04787014295829966,0.7021157350830032
2020-12-31,0.053408414618563424,0.793023037991097
2021-03-31,-0.027154408086419637,0.7443345587091348
2021-06-30,0.05252955787884834,0.8359636818709215
2021-09-30,0.008378128655257097,0.8513456218040156
2021-12-31,0.0005083139460346647,0.852286686602509
2022-03-31,-0.07764084795684352,0.708473577595518
2022-06-30,-0.07745311402809073,0.5761469787760323
2022-09-30,-0.04482750240934526,0.5054922462874674
2022-12-31,0.05465825204281165,0.5877798209335463
2023-03-31,0.04481881811630562,0.6589422359367072
2023-06-30,0.0008981970904774848,0.6604322930262958
2023-09-30,-0.026608072824727384,0.6162513896529229
2023-12-31,0.08668229390453085,0.756351767634424
