Date,Returns,RF,Excess Returns,Excess Returns Quarterly,Volatility,Sharpe Ratio,5% VaR,1% VaR,Max Drawdown
2018-12-31,-0.0214131225847454,0.002,-0.0234131225847454,-0.0234131225847454,,,,,
2019-01-31,0.0452036284409436,0.0021,0.0431036284409436,0.0431036284409436,,,,,
2019-02-28,0.0166310061282675,0.0018,0.0148310061282675,0.014831006128267502,,,,,
2019-03-29,0.009404296008596,0.0019,0.007504296008596,0.007504296008596,,,,,
2019-04-30,0.0142191665771458,0.0021,0.0121191665771458,0.0121191665771458,,,,,
2019-05-31,-0.0118869941166841,0.0021,-0.0139869941166841,-0.013986994116684099,,,,,
2019-06-28,0.0227931610771938,0.0018,0.0209931610771938,0.0209931610771938,,,,,
2019-07-31,0.0056356144153586,0.0019,0.0037356144153586,0.0037356144153586,,,,,
2019-08-30,0.0040028801788742,0.0016,0.0024028801788742,0.0024028801788741998,,,,,
2019-09-30,0.0036424887823613,0.0018,0.0018424887823613,0.0018424887823613,,,,,
2019-10-31,0.0027595609148389,0.0016,0.0011595609148389,0.0011595609148388997,,,,,
2019-11-29,0.0032676674386549,0.0012,0.0020676674386549,0.0020676674386549,,,,,
2019-12-31,0.019990747620316,0.0014,0.018590747620316,0.018590747620316,,,,,
2020-01-31,0.0002657174141114,0.0013,-0.0010342825858885,-0.0010342825858885999,,,,,
2020-02-28,-0.0141021824260882,0.0012,-0.0153021824260882,-0.0153021824260882,,,,,
2020-03-31,-0.1145937860036421,0.0013,-0.1158937860036421,-0.1158937860036421,,,,,
2020-04-30,0.0450550661370803,0.0,0.0450550661370803,0.0450550661370803,,,,,
2020-05-29,0.0440514921476482,0.0001,0.0439514921476482,0.043951492147648194,,,,,
2020-06-30,0.0097908150997836,0.0001,0.0096908150997836,0.0096908150997836,,,,,
2020-07-31,0.046879315763908,0.0001,0.046779315763908,0.046779315763907994,,,,,
2020-08-31,0.009507346585998,0.0001,0.009407346585998,0.009407346585998,,,,,
2020-09-30,-0.0102874909877432,0.0001,-0.0103874909877432,-0.010387490987743199,,,,,
2020-10-30,0.0050765581391114,0.0001,0.0049765581391114,0.004976558139111399,,,,,
2020-11-30,0.0395602304848878,0.0001,0.0394602304848878,0.039460230484887795,,,,,
2020-12-31,0.0188247597882216,0.0001,0.0187247597882216,0.0187247597882216,,,,,
2021-01-29,0.0033061739483757,0.0001,0.0032061739483757,0.0032061739483757,,,,,
2021-02-26,0.0036746839004508,0.0,0.0036746839004508,0.0036746839004508,,,,,
2021-03-31,0.001495073054706,0.0,0.001495073054706,0.001495073054706,,,,,
2021-04-30,0.0108612675578476,0.0,0.0108612675578476,0.0108612675578476,,,,,
2021-05-31,0.0029577978880064,0.0,0.0029577978880064,0.0029577978880064,,,,,
2021-06-30,0.0133942390549572,0.0,0.0133942390549572,0.0133942390549572,,,,,
2021-07-30,0.0038099562453561,0.0,0.0038099562453561,0.0038099562453561,,,,,
2021-08-31,0.0051360498061132,0.0,0.0051360498061132,0.0051360498061132,,,,,
2021-09-30,-0.0001063690515153,0.0,-0.0001063690515153,-0.0001063690515153,,,,,
2021-10-29,-0.0017143605312471,0.0,-0.0017143605312471,-0.0017143605312471,,,,,
2021-11-30,-0.0097259280207552,0.0,-0.0097259280207552,-0.0097259280207552,,,,,
2021-12-31,0.0187447747233189,0.0001,0.0186447747233189,0.0186447747233189,,,,,
2022-01-31,-0.0273418297493732,0.0,-0.0273418297493732,-0.0273418297493732,,,,,
2022-02-28,-0.0102667774932856,0.0,-0.0102667774932856,-0.0102667774932856,,,,,
2022-03-31,-0.0114663121689773,0.0001,-0.0115663121689773,-0.0115663121689773,,,,,
2022-04-29,-0.035557851416081,0.0001,-0.035657851416081,-0.035657851416081,,,,,
2022-05-31,0.0024523148701467,0.0003,0.0021523148701467,0.0021523148701467,,,,,
2022-06-30,-0.0673310871974671,0.0006,-0.0679310871974671,-0.0679310871974671,,,,,
2022-07-29,0.0590346329569395,0.0008,0.0582346329569395,0.0582346329569395,,,,,
2022-08-31,-0.0230459040432038,0.0019,-0.0249459040432038,-0.0249459040432038,,,,,
2022-09-30,-0.0397155526268824,0.0019,-0.0416155526268824,-0.0416155526268824,,,,,
2022-10-31,0.0259852275434835,0.0023,0.0236852275434835,0.0236852275434835,,,,,
2022-11-30,0.0217042958063751,0.0029,0.0188042958063751,0.0188042958063751,,,,,
2022-12-30,-0.0062415899916354,0.0033,-0.0095415899916354,-0.0095415899916354,,,,,
2023-01-31,0.038073585449422,0.0034999999999999,0.034573585449422,0.0345735854494221,,,,,
2023-02-28,-0.0128544106889471,0.0034,-0.0162544106889471,-0.016254410688947098,,,,,
2023-03-31,0.0106870706087702,0.0036,0.0070870706087702,0.007087070608770201,,,,,
2023-04-28,0.009986616785113,0.0034999999999999,0.006486616785113,0.006486616785113099,,,,,
2023-05-31,-0.0091619144246579,0.0036,-0.0127619144246579,-0.012761914424657898,,,,,
2023-06-30,0.0167322096138482,0.004,0.0127322096138482,0.0127322096138482,,,,,
2023-07-31,0.0137957978815768,0.0045,0.0092957978815768,0.0092957978815768,,,,,
2023-08-31,0.0027704270825303,0.0045,-0.0017295729174696,-0.0017295729174696996,,,,,
2023-09-29,-0.0118282554390758,0.0043,-0.0161282554390758,-0.016128255439075798,,,,,
2023-10-31,-0.0116457446578658,0.0046999999999999,-0.0163457446578658,-0.0163457446578657,,,,,
2023-11-30,0.0453043022035677,0.0044,0.0409043022035677,0.0409043022035677,,,,,
2023-12-29,0.0372800963686097,0.0043,0.0329800963686097,0.0329800963686097,,,,,
